	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
4867	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4868	Tourism Attractions/ Sites	Madinah								
4869	Accommodation	Madinah								
4870	Tourism Attractions/ Sites	Abha								
4871	Tourism Attractions/ Sites	Al Ahsa								
4872	Tourism Attractions/ Sites	Sakaka / AlJouf								
4873	Tourism Attractions/ Sites	Khobar								
4874	Tourism Attractions/ Sites	Tanomah								
4875	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4876	Tourism Attractions/ Sites	Tanomah								
4877	Tourism Attractions/ Sites	Yanbu								
4878	Tourism Attractions/ Sites	Taif								
4879	Tourism Attractions/ Sites	Taif								
4880	Tourism Attractions/ Sites	Madinah								
4881	Tourism Attractions/ Sites	Al Baha								
4882	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4883	Tourism Attractions/ Sites	Tanomah								
4884	Tourism Attractions/ Sites	Hail								
4885	Retail	Jeddah								
4886	Tourism Attractions/ Sites	Al Baha								
4887	Food & Beverage	Tabuk								
4888	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4889	Tourism Attractions/ Sites	Umluj								
4890	Tourism Attractions/ Sites	Taif								
4891	Tourism Attractions/ Sites	Abha								
4892	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4893	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4894	Tourism Attractions/ Sites	Yanbu								
4895	Tourism Attractions/ Sites	Taif								
4896	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4897	Accommodation	Khobar	Food & Beverage	Riyadh						
4898	Tourism Attractions/ Sites	Madinah								
4899	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4900	Tourism Attractions/ Sites	Taif								
4901	Tourism Attractions/ Sites	Abha								
4902	Tourism Attractions/ Sites	Madinah								
4903	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4904	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4905	Tourism Attractions/ Sites	Madinah								
4906	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4907	Tourism Attractions/ Sites	Jizan								
4908	Tourism Attractions/ Sites	Madinah								
4909	Tourism Attractions/ Sites	Al Ahsa								
4910	Tourism Attractions/ Sites	Khobar								
4911	Tourism Attractions/ Sites	Taif								
4912	Tourism Attractions/ Sites	Al Namas								
4913	Tourism Attractions/ Sites	KAEC								
4914	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4915	Tourism Attractions/ Sites	Tabuk								
4916	Tourism Attractions/ Sites	Tabuk								
4917	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4918	Tourism Attractions/ Sites	Umluj								
4919	Tourism Attractions/ Sites	Madinah								
4920	Tourism Attractions/ Sites	Jizan								
4921	Tourism Attractions/ Sites	Al Ahsa								
4922	Tourism Attractions/ Sites	Taif								
4923	Tourism Attractions/ Sites	Al Baha								
4924	Tourism Attractions/ Sites	Al Namas								
4925	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4926	Tourism Attractions/ Sites	Madinah								
4927	Food & Beverage	Tabuk								
4928	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4929	Food & Beverage	Madinah								
4930	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4931	Tourism Attractions/ Sites	Abha								
4932	Tourism Attractions/ Sites	Jizan								
4933	Tourism Attractions/ Sites	Al Namas								
4934	Tourism Attractions/ Sites	Tanomah								
4935	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4936	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4937	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4938	Tourism Attractions/ Sites	Al Namas								
4939	Tourism Attractions/ Sites	Yanbu								
4940	Tourism Attractions/ Sites	Jizan								
4941	Tourism Attractions/ Sites	Khobar								
4942	Tourism Attractions/ Sites	Madinah								
4943	Tourism Attractions/ Sites	Madinah								
4944	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4945	Tourism Attractions/ Sites	Al Ahsa								
4946	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4947	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4948	Tourism Attractions/ Sites	Madinah								
4949	Accommodation	Al Ahsa								
4950	Accommodation	Al Ahsa								
4951	Tourism Attractions/ Sites	Abha								
4952	Tourism Attractions/ Sites	Umluj								
4953	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4954	Tourism Attractions/ Sites	Yanbu								
4955	Tourism Attractions/ Sites	Taif								
4956	Tourism Attractions/ Sites	Taif								
4957	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4958	Tourism Attractions/ Sites	Yanbu								
4959	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4960	Tourism Attractions/ Sites	Tabuk	Tourism Attractions/ Sites	Makkah						
4961	Tourism Attractions/ Sites	Hail								
4962	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4963	Tourism Attractions/ Sites	KAEC								
4964	Tourism Attractions/ Sites	Al Namas								
4965	Tourism Attractions/ Sites	Al Ahsa								
4966	Tourism Attractions/ Sites	Madinah								
4967	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4968	Tourism Attractions/ Sites	Taif								
4969	Tourism Attractions/ Sites	Taif								
4970	Tourism Attractions/ Sites	Yanbu								
4971	Tourism Attractions/ Sites	Tanomah								
4972	Tourism Attractions/ Sites	Madinah								
4973	Tourism Attractions/ Sites	Al Baha								
4974	Tourism Attractions/ Sites	Taif								
4975	Tourism Attractions/ Sites	Madinah								
4976	Tourism Attractions/ Sites	Yanbu								
4977	Food & Beverage	Madinah								
4978	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4979	Tourism Attractions/ Sites	Jizan								
4980	Tourism Attractions/ Sites	Madinah								
4981	Tourism Attractions/ Sites	Taif								
4982	Tourism Attractions/ Sites	Umluj								
4983	Accommodation	Makkah								
4984	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
4985	Tourism Attractions/ Sites	Hail								
4986	Tourism Attractions/ Sites	KAEC								
4987	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4988	Tourism Attractions/ Sites	Abha								
4989	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4990	Tourism Attractions/ Sites	Abha								
4991	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4992	Tourism Attractions/ Sites	Al Baha								
4993	Accommodation	Jeddah	Food & Beverage	Riyadh						
4994	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4995	Accommodation	Makkah								
4996	Tourism Attractions/ Sites	Taif								
4997	Tourism Attractions/ Sites	Jizan								
4998	Tourism Attractions/ Sites	Taif								
4999	Food & Beverage	Tabuk								
5000	Tourism Attractions/ Sites	Madinah								
5001	Accommodation	Jeddah								
5002	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5003	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5004	Tourism Attractions/ Sites	Tanomah								
5005	Tourism Attractions/ Sites	Al Ahsa								
5006	Tourism Attractions/ Sites	Al Baha								
5007	Tourism Attractions/ Sites	Taif								
5008	Tourism Attractions/ Sites	Tabuk								
5009	Accommodation	Makkah								
5010	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5011	Tourism Attractions/ Sites	Tabuk								
5012	Accommodation	Madinah								
5013	Accommodation	Jeddah								
5014	Tourism Attractions/ Sites	Taif								
5015	Tourism Attractions/ Sites	Abha								
5016	Accommodation	Makkah	Tourism Attractions/ Sites	Makkah						
5017	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5018	Tourism Attractions/ Sites	Yanbu								
5019	Accommodation	Khobar								
5020	Accommodation	Dammam								
5021	Accommodation	Al Diriyah								
5022	Tourism Attractions/ Sites	Jizan								
5023	Tourism Attractions/ Sites	Taif								
5024	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
5025	Tourism Attractions/ Sites	Madinah								
5026	Accommodation	Jizan								
5027	Food & Beverage	Al Namas								
5028	Tourism Attractions/ Sites	Khobar								
5029	Tourism Attractions/ Sites	Madinah								
5030	Tourism Attractions/ Sites	KAEC								
5031	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5032	Tourism Attractions/ Sites	Abha								
5033	Tourism Attractions/ Sites	Tanomah								
5034	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5035	Tourism Attractions/ Sites	Umluj								
5036	Tourism Attractions/ Sites	Yanbu								
5037	Tourism Attractions/ Sites	Hail								
5038	Tourism Attractions/ Sites	Abha								
5039	Tourism Attractions/ Sites	Madinah								
5040	Tourism Attractions/ Sites	Sakaka / AlJouf								
5041	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
5042	Tourism Attractions/ Sites	Taif								
5043	Accommodation	Riyadh								
5044	Food & Beverage	Tabuk								
5045	Accommodation	Makkah								
5046	Tourism Attractions/ Sites	Al Ahsa								
5047	Food & Beverage	Riyadh								
5048	Food & Beverage	Abha								
5049	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
5050	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5051	Accommodation	Jeddah								
5052	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
5053	Tourism Attractions/ Sites	Umluj								
5054	Accommodation	Jeddah								
5055	Accommodation	Jeddah								
5056	Tourism Attractions/ Sites	Taif								
5057	Food & Beverage	Riyadh								
5058	Tourism Attractions/ Sites	Al Namas								
5059	Tourism Attractions/ Sites	Jeddah								
5060	Tourism Attractions/ Sites	Khobar								
5061	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
5062	Retail	Jeddah								
5063	Tourism Attractions/ Sites	Madinah								
5064	Accommodation	Madinah								
5065	Accommodation	Makkah								
5066	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
5067	Tourism Attractions/ Sites	Jizan								
5068	Accommodation	Jeddah								
5069	Tourism Attractions/ Sites	Taif								
5070	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5071	Accommodation	Hail								
5072	Tourism Attractions/ Sites	Abha								
5073	Tourism Attractions/ Sites	Tabuk								
5074	Accommodation	Riyadh	Food & Beverage	Riyadh						
5075	Tourism Attractions/ Sites	Al Namas								
5076	Food & Beverage	Riyadh								
5077	Tourism Attractions/ Sites	Madinah								
5078	Accommodation	Al Ahsa								
5079	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5080	Accommodation	Jeddah								
5081	Tourism Attractions/ Sites	Al Ahsa								
5082	Tourism Attractions/ Sites	Al Namas								
5083	Tourism Attractions/ Sites	Abha								
5084	Accommodation	Makkah								
5085	Accommodation	Jizan								
5086	Tourism Attractions/ Sites	KAEC								
5087	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5088	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5089	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
5090	Tourism Attractions/ Sites	Tabuk								
5091	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5092	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5093	Tourism Attractions/ Sites	Taif								
5094	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
5095	Food & Beverage	Al Namas								
5096	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
5097	Accommodation	Jeddah								
5098	Tourism Attractions/ Sites	Taif								
5099	Tourism Attractions/ Sites	Yanbu								
5100	Tourism Attractions/ Sites	Makkah								
5101	Accommodation	Riyadh								
5102	Food & Beverage	Riyadh								
5103	Tourism Attractions/ Sites	Umluj								
5104	Tourism Attractions/ Sites	Tanomah								
5105	Tourism Attractions/ Sites	Taif								
5106	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
5107	Tourism Attractions/ Sites	Jizan								
5108	Accommodation	Makkah								
5109	Tourism Attractions/ Sites	Madinah								
5110	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5111	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
5112	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5113	Accommodation	Jeddah								
5114	Retail	Jeddah								
5115	Accommodation	Jizan								
5116	Accommodation	Jizan								
5117	Tourism Attractions/ Sites	Umluj								
5118	Tourism Attractions/ Sites	Taif								
5119	Accommodation	Jeddah								
5120	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
5121	Tourism Attractions/ Sites	Madinah								
5122	Tourism Attractions/ Sites	Madinah								
5123	Retail	Al Baha								
5124	Tourism Attractions/ Sites	Abha								
5125	Accommodation	Taif								
5126	Tourism Attractions/ Sites	Abha								
5127	Tourism Attractions/ Sites	Tabuk								
5128	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
5129	Food & Beverage	Riyadh								
5130	Tourism Attractions/ Sites	Jizan								
5131	Tourism Attractions/ Sites	Abha								
5132	Accommodation	Jizan								
5133	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5134	Tourism Attractions/ Sites	Madinah								
5135	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
5136	Accommodation	Makkah								
5137	Accommodation	Makkah								
5138	Tourism Attractions/ Sites	Sakaka / AlJouf								
5139	Tourism Attractions/ Sites	Khobar								
5140	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5141	Accommodation	Makkah								
5142	Tourism Attractions/ Sites	Al Namas								
5143	Tourism Attractions/ Sites	Abha								
5144	Accommodation	Jeddah								
5145	Tourism Attractions/ Sites	Tabuk								
5146	Tourism Attractions/ Sites	Al Baha								
5147	Tourism Attractions/ Sites	Tanomah								
5148	Tourism Attractions/ Sites	Al Namas								
5149	Accommodation	Jeddah								
5150	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
5151	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5152	Accommodation	Makkah								
5153	Tourism Attractions/ Sites	Madinah								
5154	Tourism Attractions/ Sites	Tanomah								
5155	Tourism Attractions/ Sites	Yanbu								
5156	Tourism Attractions/ Sites	Madinah								
5157	Accommodation	Madinah								
5158	Tourism Attractions/ Sites	Yanbu								
5159	Retail	Jeddah								
5160	Accommodation	Makkah								
5161	Accommodation	Makkah								
5162	Accommodation	Makkah								
5163	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
5164	Accommodation	Madinah								
5165	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5166	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
5167	Tourism Attractions/ Sites	Al Ahsa								
5168	Tourism Attractions/ Sites	Khobar								
5169	Tourism Attractions/ Sites	Taif								
5170	Food & Beverage	Riyadh								
5171	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5172	Accommodation	Jeddah								
5173	Accommodation	Makkah								
5174	Accommodation	Makkah								
5175	Tourism Attractions/ Sites	Taif								
5176	Accommodation	Makkah								
5177	Accommodation	Abha	Tourism Attractions/ Sites	Abha						
5178	Tourism Attractions/ Sites	Madinah								
5179	Tourism Attractions/ Sites	Taif								
5180	Accommodation	Madinah								
5181	Tourism Attractions/ Sites	Taif								
5182	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5183	Accommodation	Madinah								
5184	Tourism Attractions/ Sites	Taif								
5185	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5186	Tourism Attractions/ Sites	Tanomah								
5187	Tourism Attractions/ Sites	Al Namas								
5188	Accommodation	Al Ahsa								
5189	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
5190	Tourism Attractions/ Sites	Al Ahsa								
5191	Accommodation	Makkah								
5192	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
5193	Food & Beverage	Riyadh								
5194	Accommodation	Makkah								
5195	Tourism Attractions/ Sites	Taif								
5196	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5197	Food & Beverage	Al Namas								
5198	Tourism Attractions/ Sites	Jizan								
5199	Tourism Attractions/ Sites	Khobar								
5200	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
5201	Accommodation	Taif								
5202	Accommodation	Riyadh								
5203	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
5204	Food & Beverage	Riyadh								
5205	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
5206	Religious	Madinah								
5207	Religious	Makkah								
5208	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
5209	Tourism Attractions/ Sites	Sakaka / AlJouf								
5210	Tourism Attractions/ Sites	KAEC								
5211	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
5212	Tourism Attractions/ Sites	Umluj								
5213	Accommodation	Jeddah								
5214	Tourism Attractions/ Sites	Abha								
5215	Accommodation	Jeddah								
5216	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
5217	Tourism Attractions/ Sites	Khobar								
5218	Accommodation	Makkah								
